Source,Target,Type,Weight
169,170,Undirected,0.6370386501543451
169,196,Undirected,0.6644179480871963
170,196,Undirected,0.7313009137435991
171,187,Undirected,0.6427724684815395
172,186,Undirected,0.6947246776260159
172,188,Undirected,0.7765079478575441
172,191,Undirected,0.6006293965130391
173,175,Undirected,0.6822161040783596
173,178,Undirected,0.6846384326075836
176,179,Undirected,0.6646680310502717
178,185,Undirected,0.7036069164794608
179,192,Undirected,0.6886849933688084
183,194,Undirected,0.7299530702647432
186,189,Undirected,0.6545826203688195
188,189,Undirected,0.6746924452485211
188,191,Undirected,0.7212069387292497
189,191,Undirected,0.6062272519892367
